coordinates,gene_name,fig_name,evaluation,match_name
"246,369,71,17",MTOR,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,TP,MTOR
"265,404,39,56",I.,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,FP,None
"227,492,130,24",AUTOPHAGY,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,FP,None
"296,576,10,33", 2,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,FP,None
"459,38,91,20",HIF1A,PMC6643126__ijmsv16p0960g005.jpg,FP,None
"50,116,145,20",METFORMIN,PMC6643126__ijmsv16p0960g005.jpg,FP,None
"559,174,25,24", P,PMC6643126__ijmsv16p0960g005.jpg,FP,None
"448,208,95,25",P70S6KB,PMC6643126__ijmsv16p0960g005.jpg,FP,None
"470,361,76,18",PKM2,PMC6643126__ijmsv16p0960g005.jpg,TP,PKM2
"306,495,60,11",EPITHELIAL,PMC6643126__ijmsv16p0960g005.jpg,FP,None
"628,501,77,7",MESENCHYMAL,PMC6643126__ijmsv16p0960g005.jpg,FP,None
"491,532,32,11",EMT,PMC6643126__ijmsv16p0960g005.jpg,TP,EMT
"250,37,56,25",CH3,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"256,110,25,19", CI,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"139,145,35,23",OH,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"195,147,17,19",O,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"151,182,86,24",CHPL,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"121,342,134,37",MEK2MEK1,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"438,395,73,22", MCL-1,PMC6675870__fphar-10-00784-g006.jpg,TP,MCL
"637,400,54,22",BAX,PMC6675870__fphar-10-00784-g006.jpg,TP,BAX
"445,474,72,23",BCL-2,PMC6675870__fphar-10-00784-g006.jpg,TP,BCL
"636,475,55,22", BAK,PMC6675870__fphar-10-00784-g006.jpg,TP,BAK
"146,494,104,35",ERK1ERK2,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"256,753,171,35",CYTOCHROME,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"437,766,12,16",C,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"1,833,139,29",CASPASE,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"152,834,157,23",ACTIVATION,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"42,988,57,24",CELL,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"115,988,89,24",DEATH,PMC6675870__fphar-10-00784-g006.jpg,FP,None
"479,80,29,10",EPC,PMC6681686__medscimonit-25-5572-g005.jpg,TP,EPC
"84,124,32,11",OPG,PMC6681686__medscimonit-25-5572-g005.jpg,TP,OPG
"287,135,66,18",AMD3100,PMC6681686__medscimonit-25-5572-g005.jpg,FP,None
"231,212,51,11",CXCR4,PMC6681686__medscimonit-25-5572-g005.jpg,TP,CXCR4
"160,289,14,8",GA,PMC6681686__medscimonit-25-5572-g005.jpg,FP,None
"122,311,14,10",GB,PMC6681686__medscimonit-25-5572-g005.jpg,FP,None
"179,345,66,17",LY294002,PMC6681686__medscimonit-25-5572-g005.jpg,FP,None
"550,355,26,10",CELL,PMC6681686__medscimonit-25-5572-g005.jpg,FP,None
"520,373,87,12",PROLIFERATION,PMC6681686__medscimonit-25-5572-g005.jpg,FP,None
"356,384,29,10", AKT,PMC6681686__medscimonit-25-5572-g005.jpg,TP,AKT
"551,392,25,10",AND,PMC6681686__medscimonit-25-5572-g005.jpg,FP,None
"529,409,68,14",MIGRATION,PMC6681686__medscimonit-25-5572-g005.jpg,FP,None
"139,424,32,10",PI3K,PMC6681686__medscimonit-25-5572-g005.jpg,TP,PI3K
"221,3,191,39",HEDGEHOG,PMC6820189__10.1177_1559325819885293-fig2.jpg,FP,None
"46,52,43,29",HH,PMC6820189__10.1177_1559325819885293-fig2.jpg,FP,None
"434,113,93,31",SMO,PMC6820189__10.1177_1559325819885293-fig2.jpg,TP,SMO
"110,163,120,31",PTCHI,PMC6820189__10.1177_1559325819885293-fig2.jpg,FP,None
"117,423,46,31",GLI,PMC6820189__10.1177_1559325819885293-fig2.jpg,TP,GLI
"434,424,92,33",GLIACT,PMC6820189__10.1177_1559325819885293-fig2.jpg,TP,GLIACT
"251,653,32,11",GLIACT,PMC6820189__10.1177_1559325819885293-fig2.jpg,TP,GLIACT
"230,675,209,20",0000000000O,PMC6820189__10.1177_1559325819885293-fig2.jpg,FP,None
